Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
CHEIL WORLDWIDE INC.,030000.KS,Communication Services,South Korea,1686290890.752,3383577280.512,0.06,676715456.1024001,406029273.66144,421572722.688,168629089.07520002,0.0,0.08,0.12,0.15,0.1,50,3383577280.512
VIAVI SOLUTIONS INC.,VIAV,Technology,United States,6143387136.0,1243699968.0,0.962,248739993.6,149243996.16,1535846784.0,614338713.6,0.0,0.08,0.12,0.15,0.1,50,1243699968.0
ELEKTA AB,EKTA-B.ST,Healthcare,Sweden,1980459509.76,1668865054.72,1.096,333773010.944,200263806.5664,495114877.44,198045950.976,0.0,0.08,0.12,0.15,0.1,50,1668865054.72
STINGRAY GROUP INC.,STGYF,Communication Services,Canada,972053440.0,429750016.0,1.013,85950003.2,51570001.92,243013360.0,97205344.0,0.0,0.08,0.12,0.15,0.1,50,429750016.0
NOVARTIS AG,NVS,Healthcare,Switzerland,321372946432.0,56674000896.0,0.457,11334800179.2,6800880107.52,80343236608.0,32137294643.2,0.0,0.08,0.12,0.15,0.1,50,56674000896.0
VERUS INTERNATIONAL INC.,VERTU.IS,Financial Services,Turkey,2290358784.0,6449763.0,0.09,1289952.6,773971.5599999999,572589696.0,229035878.4,0.0,0.08,0.12,0.15,0.1,50,6449763.0
ETHOS GROUP HOLDINGS INC.,LIFE,Financial Services,United States,639104000.0,344055008.0,,68811001.60000001,41286600.96,159776000.0,63910400.0,0.0,0.08,0.12,0.15,0.1,50,344055008.0
TASI HOLDINGS INC.,RYSAS.IS,Industrials,Turkey,38720000000.0,9228355584.0,-0.152,1845671116.8,1107402670.08,9680000000.0,3872000000.0,0.0,0.08,0.12,0.15,0.1,50,9228355584.0
PATRIZIA SE,P1Z.VI,Real Estate,Germany,761927731.2,277764111.36,1.223,55552822.27200001,33331693.3632,190481932.8,76192773.12,0.0,0.08,0.12,0.15,0.1,50,277764111.36
UBISOFT ENTERTAINMENT SA,UBI.PA,Communication Services,France,618114585.6,2219139757.6704,-0.495,407181606.91200006,244308964.1472,154528646.4,61811458.56,0.0,0.08,0.12,0.15,0.1,50,2035908034.56
COMCAST CORPORATION,CMCSA,Communication Services,United States,115821182976.0,123706998784.0,0.793,24741399756.800003,14844839854.08,28955295744.0,11582118297.6,0.0,0.08,0.12,0.15,0.1,50,123706998784.0
TWILIO INC.,TWLO,Technology,United States,16514058240.0,5067219968.0,1.309,1013443993.6,608066396.16,4128514560.0,1651405824.0,0.0,0.08,0.12,0.15,0.1,50,5067219968.0
GAMMA COMMUNICATIONS PLC,GAMCF,Communication Services,United Kingdom,1204701568.0,613500032.0,0.674,122700006.4,73620003.84,301175392.0,120470156.8,0.0,0.08,0.12,0.15,0.1,50,613500032.0
DISE INTERNATIONAL AB,IDEXY,Consumer Cyclical,Spain,209905057792.0,39381000192.0,0.909,7876200038.400001,4725720023.04,52476264448.0,20990505779.2,0.0,0.08,0.12,0.15,0.1,50,39381000192.0
GETAC CORPORATION,3005.TW,Technology,Taiwan,2126704517.12,1187538976.768,0.61,237507795.3536,142504677.21216,531676129.28,212670451.712,0.0,0.08,0.12,0.15,0.1,50,1187538976.768
BANCO SANTANDER SA,SAN,Financial Services,Spain,179472613376.0,49978998784.0,0.941,9995799756.8,5997479854.08,44868153344.0,17947261337.600002,0.0,0.08,0.12,0.15,0.1,50,49978998784.0
KION GROUP AG,KGXD.XC,Industrials,Germany,9131406151.68,12169763758.08,2.162,2433952751.616,1460371650.9696,2282851537.92,913140615.168,0.0,0.08,0.12,0.15,0.1,50,12169763758.08
AKAMAI TECHNOLOGIES INC.,AKAM,Technology,United States,15497881600.0,4133201920.0,0.723,826640384.0,495984230.4,3874470400.0,1549788160.0,0.0,0.08,0.12,0.15,0.1,50,4133201920.0
WEBTOON ENTERTAINMENT INC.,WBTN,Communication Services,United States,1459750784.0,1404866048.0,,280973209.6,168583925.76,364937696.0,145975078.4,0.0,0.08,0.12,0.15,0.1,50,1404866048.0
FLATEX AG,FTK.DE,Financial Services,Germany,3836531312.64,569501280.0,1.225,113900256.0,68340153.6,959132828.16,383653131.26400006,0.0,0.08,0.12,0.15,0.1,50,569501280.0
MODERN TIMES GROUP MTG AB,MRTA.F,Communication Services,Sweden,1067452439.04,0.0,0.814,0.0,0.0,266863109.76,106745243.904,0.0,0.08,0.12,0.15,0.1,50,0.0
ALIGN TECHNOLOGY INC.,ALGN,Healthcare,United States,13545527296.0,4034963968.0,1.831,806992793.6,484195676.16,3386381824.0,1354552729.6,0.0,0.08,0.12,0.15,0.1,50,4034963968.0
WEX INC.,WEX,Technology,United States,5299805696.0,2660800000.0,0.969,532160000.0,319296000.0,1324951424.0,529980569.6,0.0,0.08,0.12,0.15,0.1,50,2660800000.0
SANOMA OYJ,SNQB.F,Consumer Defensive,Finland,1597497845.76,1406699965.44,0.242,281339993.088,168803995.8528,399374461.44,159749784.576,0.0,0.08,0.12,0.15,0.1,50,1406699965.44
O'REILLY MEDIA INC.,ORLY.VI,Consumer Cyclical,United States,72413624401.92,19204550737.92,0.616,3840910147.5840006,2304546088.5504003,18103406100.48,7241362440.192,0.0,0.08,0.12,0.15,0.1,50,19204550737.92
SKF AB,1SKFB.MI,Industrials,Sweden,12702306263.04,0.0,0.767,0.0,0.0,3175576565.76,1270230626.304,0.0,0.08,0.12,0.15,0.1,50,0.0
HUBSPOT INC.,HUBS,Technology,United States,12889260032.0,3131266048.0,1.394,626253209.6,375751925.76,3222315008.0,1288926003.2,0.0,0.08,0.12,0.15,0.1,50,3131266048.0
TYLER TECHNOLOGIES INC.,TYL,Technology,United States,13233787904.0,2332339968.0,0.897,466467993.6,279880796.16,3308446976.0,1323378790.4,0.0,0.08,0.12,0.15,0.1,50,2332339968.0
TREND MICRO INC.,4704.T,Technology,Japan,4941646967.6032,1827311070.4128,0.544,365462214.08256006,219277328.449536,1235411741.9008,494164696.76032,0.0,0.08,0.12,0.15,0.1,50,1827311070.4128
HOIST GROUP AB,4HF.F,Financial Services,Netherlands,1242520058.88,0.0,1.223,0.0,0.0,310630014.72,124252005.888,0.0,0.08,0.12,0.15,0.1,50,0.0
KONICA MINOLTA INC.,4902.T,Industrials,Japan,1897759850.496,47631837.76530432,0.37,1443389023.19104,866033413.914624,474439962.624,189775985.0496,0.0,0.08,0.12,0.15,0.1,50,7216945115.9552
TGS-NOPEC GEOPHYSICAL COMPANY ASA,0MSJ.IL,Energy,Norway,1431944298.496,68980863.744,1.248281,13796172.748800002,8277703.64928,357986074.624,143194429.84960002,0.0,0.08,0.12,0.15,0.1,50,68980863.744
DATAGROUP SE,D6H.F,Technology,Germany,637829475.84,617337469.44,1.268,123467493.888,74080496.3328,159457368.96,63782947.58400001,0.0,0.08,0.12,0.15,0.1,50,617337469.44
KONINKLIJKE PHILIPS NV,PHIA.AS,Healthcare,Netherlands,26927946547.2,19260720414.72,0.912,3852144082.944,2311286449.7664,6731986636.8,2692794654.7200003,0.0,0.08,0.12,0.15,0.1,50,19260720414.72
APPLOVIN CORPORATION,APP,Communication Services,United States,125321281536.0,5480716800.0,2.49,1096143360.0,657686016.0,31330320384.0,12532128153.6,0.0,0.08,0.12,0.15,0.1,50,5480716800.0
SCANSOURCE INC.,SC3.F,Technology,United States,747480752.6400001,3265806643.2000003,1.262,653161328.6400001,391896797.184,186870188.16000003,74748075.26400001,0.0,0.08,0.12,0.15,0.1,50,3265806643.2000003
ROCK HOLDINGS INC.,ROCK,Industrials,United States,1573146752.0,1383810944.0,1.326,276762188.8,166057313.28,393286688.0,157314675.20000002,0.0,0.08,0.12,0.15,0.1,50,1383810944.0
LIVERAMP INC.,RAMP,Technology,United States,1546030464.0,795571968.0,1.15,159114393.6,95468636.16,386507616.0,154603046.4,0.0,0.08,0.12,0.15,0.1,50,795571968.0
VOLKSWAGEN AG,VOW3.DE,Consumer Cyclical,Germany,57157422612.48,383821340501.60645,1.019,70425934036.992,42255560422.1952,14289355653.12,5715742261.248001,0.0,0.08,0.12,0.15,0.1,50,352129670184.96
PRECISION FOR MEDICINE INC.,SONACOMS.NS,Consumer Cyclical,India,3953080664.064,486805536.768,0.108,97361107.3536,58416664.41216,988270166.016,395308066.4064,0.0,0.08,0.12,0.15,0.1,50,486805536.768
GLOBAL PAYMENTS INC.,GPN,Industrials,United States,19249408000.0,10076184576.0,0.75,2015236915.2,1209142149.12,4812352000.0,1924940800.0,0.0,0.08,0.12,0.15,0.1,50,10076184576.0
BAWAG GROUP AG,BG.VI,Financial Services,Austria,11185020518.400002,2147364034.56,0.827,429472806.91200006,257683684.1472,2796255129.6000004,1118502051.8400002,0.0,0.08,0.12,0.15,0.1,50,2147364034.56
COINBASE INC.,COIN,Financial Services,United States,44807651328.0,6883438080.0,3.703,1376687616.0,826012569.6,11201912832.0,4480765132.8,0.0,0.08,0.12,0.15,0.1,50,6883438080.0
CBRE GROUP INC.,CBRE,Real Estate,United States,42306564096.0,40549998592.0,1.314,8109999718.400001,4865999831.04,10576641024.0,4230656409.6,0.0,0.08,0.12,0.15,0.1,50,40549998592.0
SPHERA CORPORATION,SFG.RO,Consumer Cyclical,Romania,1546938624.0,1559728000.0,0.542,311945600.0,187167360.0,386734656.0,154693862.4,0.0,0.08,0.12,0.15,0.1,50,1559728000.0
CARGURUS INC.,CARG,Consumer Cyclical,United States,2751492352.0,926425024.0,1.366,185285004.8,111171002.88,687873088.0,275149235.2,0.0,0.08,0.12,0.15,0.1,50,926425024.0
L3 TECHNOLOGIES INC.,LHX,Industrials,United States,65024245760.0,21865000960.0,0.64,4373000192.0,2623800115.2,16256061440.0,6502424576.0,0.0,0.08,0.12,0.15,0.1,50,21865000960.0
ASSECO POLAND SA,ACP.WA,Technology,Poland,13759209472.0,18386399232.0,0.327,3677279846.4,2206367907.84,3439802368.0,1375920947.2,0.0,0.08,0.12,0.15,0.1,50,18386399232.0
SONDA SA,SONDA.SN,Technology,Chile,282658045952.0,1528364847.9492064,0.389,288860956262.4,173316573757.44,70664511488.0,28265804595.2,0.0,0.08,0.12,0.15,0.1,50,1444304781312.0
TEMENOS GROUP AG,TE8N.F,Technology,Switzerland,5066195742.72,1182726420.48,0.599,236545284.096,141927170.4576,1266548935.68,506619574.2720001,0.0,0.08,0.12,0.15,0.1,50,1182726420.48
DEUTSCHE BANK AG,DBK.DE,Financial Services,Germany,62552737382.4,32817959239.68,1.004,6563591847.936001,3938155108.7616,15638184345.6,6255273738.240001,0.0,0.08,0.12,0.15,0.1,50,32817959239.68
EVOLUTION GAMING GROUP AB,0RQ6.IL,Consumer Cyclical,Sweden,11959699701.76,157382794.24,1.112681,31476558.848000005,18885935.3088,2989924925.44,1195969970.176,0.0,0.08,0.12,0.15,0.1,50,157382794.24
SWISSQUOTE GROUP HOLDING SA,1SQ.F,Financial Services,Switzerland,7157605478.400001,787989634.5600001,1.261,157597926.91200003,94558756.1472,1789401369.6,715760547.8400002,0.0,0.08,0.12,0.15,0.1,50,787989634.5600001
INTEGRATE.COM INC.,CPAMF,Real Estate,Singapore,12070530048.0,1619174016.0,0.486,323834803.20000005,194300881.92,3017632512.0,1207053004.8,0.0,0.08,0.12,0.15,0.1,50,1619174016.0
LINE CORPORATION,LINE,Real Estate,United States,9198783488.0,5358000128.0,,1071600025.6,642960015.36,2299695872.0,919878348.8,0.0,0.08,0.12,0.15,0.1,50,5358000128.0
NCR CORPORATION,VYX,Technology,United States,1274177152.0,2652999936.0,1.558,530599987.2000001,318359992.32,318544288.0,127417715.2,0.0,0.08,0.12,0.15,0.1,50,2652999936.0
HEXAWARE TECHNOLOGIES INC.,HEXT.NS,Technology,India,4345611681.792,1611647975.424,,322329595.0848,193397757.05088,1086402920.448,434561168.1792,0.0,0.08,0.12,0.15,0.1,50,1611647975.424
COGNEX CORPORATION,CGNX,Technology,United States,9484309504.0,994358976.0,1.534,198871795.2,119323077.12,2371077376.0,948430950.4,0.0,0.08,0.12,0.15,0.1,50,994358976.0
MCDONALD'S CORPORATION,MJ8.F,Consumer Cyclical,Japan,5632103854.08,2969539036.8399363,0.088,593907807.3679873,356344684.42079234,1408025963.52,563210385.408,0.0,0.08,0.12,0.15,0.1,50,449930157096.96
ZEAL NETWORK SE,TIMA.F,Consumer Cyclical,Germany,1121167042.5600002,251211248.64,0.278,50242249.72800001,30145349.8368,280291760.64000005,112116704.25600004,0.0,0.08,0.12,0.15,0.1,50,251211248.64
H&R BLOCK INC.,HRB,Consumer Cyclical,United States,3852228352.0,3790531072.0,0.346,758106214.4000001,454863728.64,963057088.0,385222835.2000001,0.0,0.08,0.12,0.15,0.1,50,3790531072.0
DASSAULT SYSTEMES SA,DSY.PA,Technology,France,23786058792.960003,6734664069.120001,0.553,1346932813.8240004,808159688.2944001,5946514698.240001,2378605879.2960005,0.0,0.08,0.12,0.15,0.1,50,6734664069.120001
ROPER TECHNOLOGIES INC.,ROP,Technology,United States,33794924544.0,7902499840.0,0.93,1580499968.0,948299980.8,8448731136.0,3379492454.4,0.0,0.08,0.12,0.15,0.1,50,7902499840.0
FFI HOLDINGS PLC,FFIV,Technology,United States,15375922176.0,3144048128.0,1.008,628809625.6,377285775.36,3843980544.0,1537592217.6,0.0,0.08,0.12,0.15,0.1,50,3144048128.0
TELENOR ASA,TEL.OL,Communication Services,Norway,22668756189.184,7195511783.424,0.289,1439102356.6848,863461414.01088,5667189047.2960005,2266875618.9184003,0.0,0.08,0.12,0.15,0.1,50,7195511783.424
THALES SA,HO.PA,Industrials,France,55236740382.72,23056812933.120003,0.152,4611362586.624001,2766817551.9744,13809185095.68,5523674038.272,0.0,0.08,0.12,0.15,0.1,50,23056812933.120003
"YELOOO INTEGRA DATANET TBK, PT",YELO.JK,Consumer Cyclical,Indonesia,181713567744.0,90796924928.0,-0.707,18159384985.6,10895630991.36,45428391936.0,18171356774.4,0.0,0.08,0.12,0.15,0.1,50,90796924928.0
FAIR ISAAC CORPORATION,FICO,Technology,United States,31795130368.0,2062860032.0,1.269,412572006.4,247543203.84,7948782592.0,3179513036.8,0.0,0.08,0.12,0.15,0.1,50,2062860032.0
10X GENOMICS INC.,TXG,Healthcare,United States,2440068096.0,642822976.0,2.237,128564595.2,77138757.11999999,610017024.0,244006809.6,0.0,0.08,0.12,0.15,0.1,50,642822976.0
FREENET AG,FNTN.DE,Communication Services,Germany,4291473623.04,2709935861.76,0.308,541987172.3520001,325192303.4112,1072868405.76,429147362.3040001,0.0,0.08,0.12,0.15,0.1,50,2709935861.76
"PRICELINE GROUP INC., THE",BKNG,Consumer Cyclical,United States,133643952128.0,26038999040.0,1.186,5207799808.0,3124679884.8,33410988032.0,13364395212.8,0.0,0.08,0.12,0.15,0.1,50,26038999040.0
EVONIK INDUSTRIES AG,EVK.F,Basic Materials,Germany,7856200765.440001,15194520207.36,0.706,3038904041.472,1823342424.8832,1964050191.36,785620076.5440001,0.0,0.08,0.12,0.15,0.1,50,15194520207.36
SCICOM (MSC) BHD,0099.KL,Industrials,Malaysia,526071296.0,210777744.0,0.339,42155548.8,25293329.28,131517824.0,52607129.6,0.0,0.08,0.12,0.15,0.1,50,210777744.0
FORTINET INC.,FTNT,Technology,United States,62316584960.0,6799600128.0,1.047,1359920025.6,815952015.36,15579146240.0,6231658496.0,0.0,0.08,0.12,0.15,0.1,50,6799600128.0
STINGRAY DIGITAL MEDIA GROUP INC.,317V.SG,Communication Services,Canada,838989964.8000001,464130017.28,1.013,92826003.45600002,55695602.0736,209747491.2,83898996.48000002,0.0,0.08,0.12,0.15,0.1,50,464130017.28
MOZ INC.,MOZNZ.XC,Consumer Cyclical,Switzerland,735701370.8800001,1073306071.04,0.423,214661214.20800003,128796728.5248,183925342.72000003,73570137.08800001,0.0,0.08,0.12,0.15,0.1,50,1073306071.04
BAKER HUGHES INC.,BKR,Energy,United States,58968068096.0,27733000192.0,0.859,5546600038.400001,3327960023.04,14742017024.0,5896806809.6,0.0,0.08,0.12,0.15,0.1,50,27733000192.0
TUI AG,TUI1.DE,Consumer Cyclical,Germany,4676849971.200001,28450450862.899204,1.503,5220266213.376,3132159728.0256,1169212492.8000002,467684997.1200001,0.0,0.08,0.12,0.15,0.1,50,26101331066.88
VETOQUINOL SA,8JM.F,Healthcare,France,1117593745.92,574980111.36,1.02,114996022.272,68997613.3632,279398436.48,111759374.592,0.0,0.08,0.12,0.15,0.1,50,574980111.36
NEMETSCHEK AG,NEM.DE,Technology,Germany,8188946657.280001,1249418511.36,0.591,249883702.27200004,149930221.3632,2047236664.32,818894665.7280002,0.0,0.08,0.12,0.15,0.1,50,1249418511.36
CTS EVENTIM AG & CO. KGAA,EVD.VI,Communication Services,Germany,6790424002.56,3163807088.6400003,0.947,632761417.728,379656850.63680005,1697606000.64,679042400.256,0.0,0.08,0.12,0.15,0.1,50,3163807088.6400003
COMPAGNIE FINANCIERE RICHEMONT SA,CFRUY,Consumer Cyclical,Switzerland,120586559488.0,21941000192.0,1.068,4388200038.400001,2632920023.04,30146639872.0,12058655948.8,0.0,0.08,0.12,0.15,0.1,50,21941000192.0
CANON INC.,7751.T,Technology,Japan,28174151607.9104,30985671881.5232,0.244,6197134376.304641,3718280625.782784,7043537901.9776,2817415160.7910404,0.0,0.08,0.12,0.15,0.1,50,30985671881.5232
ORBIS CORPORATION,8PO.F,Consumer Defensive,Japan,1792676689.92,1213791528.812544,0.39,242758305.76250884,145654983.4575053,448169172.48,179267668.992,0.0,0.08,0.12,0.15,0.1,50,183907807395.84003
SAMSON AG,1SO.F,Consumer Cyclical,Luxembourg,3296824934.4,3754835896.32,0.622,750967179.264,450580307.5584,824206233.6,329682493.44000006,0.0,0.08,0.12,0.15,0.1,50,3754835896.32
TELIA COMPANY AB,TELIA.ST,Communication Services,Sweden,16690231541.76,7693289963.52,0.262,1538657992.7040002,923194795.6224,4172557885.44,1669023154.176,0.0,0.08,0.12,0.15,0.1,50,7693289963.52
CLEAR CHANNEL PEOPLES INC,CCO,Communication Services,United States,1188893952.0,1569344000.0,2.343,313868800.0,188321280.0,297223488.0,118889395.2,0.0,0.08,0.12,0.15,0.1,50,1569344000.0
ALE HOLDING SA,ARE,Real Estate,United States,9219579904.0,3016924928.0,1.324,603384985.6,362030991.36,2304894976.0,921957990.4,0.0,0.08,0.12,0.15,0.1,50,3016924928.0
AGILENT TECHNOLOGIES INC.,A,Healthcare,United States,35077459968.0,6947999744.0,1.298,1389599948.8000002,833759969.28,8769364992.0,3507745996.8,0.0,0.08,0.12,0.15,0.1,50,6947999744.0
NOKIA OYJ,NOK,Technology,Finland,39990480896.0,19889000448.0,0.555,3977800089.6,2386680053.76,9997620224.0,3999048089.6,0.0,0.08,0.12,0.15,0.1,50,19889000448.0
EURONET WORLDWIDE INC.,EEFT,Technology,United States,2914327040.0,4244199936.0,0.791,848839987.2,509303992.32,728581760.0,291432704.0,0.0,0.08,0.12,0.15,0.1,50,4244199936.0
TRIPADVISOR INC.,TRIP,Consumer Cyclical,United States,1235136512.0,1891000064.0,0.934,378200012.8,226920007.68,308784128.0,123513651.2,0.0,0.08,0.12,0.15,0.1,50,1891000064.0
NIKE INC.,NKE,Consumer Cyclical,United States,94602715136.0,46513000448.0,1.279,9302600089.6,5581560053.76,23650678784.0,9460271513.6,0.0,0.08,0.12,0.15,0.1,50,46513000448.0
ACCOR SA,000028.SZ,Healthcare,China,2008754585.6,1431517908.1728003,0.309,2045025583.104,1227015349.8624,502188646.4,200875458.56000003,0.0,0.08,0.12,0.15,0.1,50,10225127915.52
FORTUNA GROUP AG,FSM,Basic Materials,Canada,3147214592.0,1256829056.0,1.684,251365811.2,150819486.72,786803648.0,314721459.2,0.0,0.08,0.12,0.15,0.1,50,1256829056.0
PUBG CORPORATION,PUBGY,Communication Services,France,21155452928.0,17398999040.0,0.602,3479799808.0,2087879884.8,5288863232.0,2115545292.8,0.0,0.08,0.12,0.15,0.1,50,17398999040.0
FORTUM OYJ,FORTUM.HE,Utilities,Finland,18993293475.84,5388120207.360001,0.272,1077624041.472,646574424.8832,4748323368.96,1899329347.584,0.0,0.08,0.12,0.15,0.1,50,5388120207.360001
PAYCHEX INC.,PAYX,Technology,United States,33488074752.0,6033900032.0,0.888,1206780006.4,724068003.8399999,8372018688.0,3348807475.2000003,0.0,0.08,0.12,0.15,0.1,50,6033900032.0
NESTLE SA,NESN.SW,Consumer Defensive,Switzerland,227691444305.92,101806876917.76,0.475,20361375383.552,12216825230.1312,56922861076.48,22769144430.592003,0.0,0.08,0.12,0.15,0.1,50,101806876917.76
ADECCO SA,1ADEN.MI,Industrials,Switzerland,4176377210.88,28065539034.3168,1.04,4967352041.472,2980411224.8832,1044094302.72,417637721.08800006,0.0,0.08,0.12,0.15,0.1,50,24836760207.36
ARCADIS NV,HIJ.MU,Industrials,Netherlands,3287422679.0400004,5330880000.0,0.658,1066176000.0,639705600.0,821855669.7600001,328742267.90400004,0.0,0.08,0.12,0.15,0.1,50,5330880000.0
BENCHMARK HOLDINGS PLC,BHE,Technology,United States,2095389568.0,2659108096.0,1.022,531821619.2000001,319092971.52,523847392.0,209538956.8,0.0,0.08,0.12,0.15,0.1,50,2659108096.0
AUCNET INC.,3964.T,Consumer Cyclical,Japan,683577674.1376001,429731312.4352,0.069,85946262.48704001,51567757.492224,170894418.53440002,68357767.41376,0.0,0.08,0.12,0.15,0.1,50,429731312.4352
ITOCHU CORPORATION,8001.T,Industrials,Japan,100872597012.48,98295953647.2064,,19659190729.44128,11795514437.664768,25218149253.120003,10087259701.248,0.0,0.08,0.12,0.15,0.1,50,98295953647.2064
COATS GROUP PLC,4TC.F,Consumer Cyclical,United Kingdom,2089599344.64,1622484034.5600002,1.282,324496806.91200006,194698084.1472,522399836.16,208959934.464,0.0,0.08,0.12,0.15,0.1,50,1622484034.5600002
"TRAVELERS COMPANIES INC., THE",TRV,Financial Services,United States,66655813632.0,48827998208.0,0.517,9765599641.6,5859359784.96,16663953408.0,6665581363.200001,0.0,0.08,0.12,0.15,0.1,50,48827998208.0
NUTANIX INC.,NTNX,Technology,United States,10978237440.0,2617547008.0,0.479,523509401.6,314105640.96,2744559360.0,1097823744.0,0.0,0.08,0.12,0.15,0.1,50,2617547008.0
HUNDSUN TECHNOLOGIES INC.,600570.SS,Technology,China,8061421240.320001,823650652.1600001,0.618,164730130.43200004,98838078.2592,2015355310.08,806142124.0320001,0.0,0.08,0.12,0.15,0.1,50,823650652.1600001
LOOMIS AB,LOOMIS.ST,Industrials,Sweden,2780820203.52,2890565079.04,0.434,578113015.808,346867809.4848,695205050.88,278082020.352,0.0,0.08,0.12,0.15,0.1,50,2890565079.04
LYFT INC.,LYFT,Technology,United States,5244189184.0,6316260864.0,1.904,1263252172.8,757951303.68,1311047296.0,524418918.4,0.0,0.08,0.12,0.15,0.1,50,6316260864.0
FEDEX CORPORATION,FDX,Industrials,United States,88400707584.0,90093002752.0,1.336,18018600550.4,10811160330.24,22100176896.0,8840070758.4,0.0,0.08,0.12,0.15,0.1,50,90093002752.0
DIEBOLD INC.,DBD,Technology,United States,2946666240.0,3805700096.0,1.552,761140019.2,456684011.52,736666560.0,294666624.0,0.0,0.08,0.12,0.15,0.1,50,3805700096.0
"IQIYI, INC.",IQ,Communication Services,China,1665918848.0,3795472629.76,0.058,759094525.9520001,3253262254.08,416479712.0,166591884.8,0.0,0.08,0.12,0.15,0.1,50,27110518784.0
PAYPAL HOLDINGS INC.,PYPL,Financial Services,United States,38399156224.0,33172000768.0,1.419,6634400153.6,3980640092.16,9599789056.0,3839915622.4,0.0,0.08,0.12,0.15,0.1,50,33172000768.0
XYLEM INC.,XYL,Industrials,United States,31448762368.0,9034999808.0,1.163,1806999961.6,1084199976.96,7862190592.0,3144876236.8,0.0,0.08,0.12,0.15,0.1,50,9034999808.0
HP INC.,HP,Energy,United States,3339733248.0,4085736960.0,0.543,817147392.0,490288435.2,834933312.0,333973324.8,0.0,0.08,0.12,0.15,0.1,50,4085736960.0
ROCHE HOLDING AG,ROG.SW,Healthcare,Switzerland,328991097487.36005,70958717992.96,0.201,14191743598.592005,8515046159.155201,82247774371.84001,32899109748.736008,0.0,0.08,0.12,0.15,0.1,50,70958717992.96
ZURICH INSURANCE GROUP AG,ZURN.SW,Financial Services,Switzerland,90955713085.44,78074076200.96,0.336,15614815240.192,9368889144.1152,22738928271.36,9095571308.544,0.0,0.08,0.12,0.15,0.1,50,78074076200.96
TELE2 AB,TEL2-B.ST,Communication Services,Sweden,12495627673.6,2839550085.12,0.364,567910017.024,340746010.2144,3123906918.4,1249562767.36,0.0,0.08,0.12,0.15,0.1,50,2839550085.12
SWISSCOM AG,0QKI.IL,Communication Services,Switzerland,41216050462.72,12426400071.68,0.177616,2485280014.336,1491168008.6016,10304012615.68,4121605046.272,0.0,0.08,0.12,0.15,0.1,50,12426400071.68
DOUGLAS HOLDING AG,DOU.F,Consumer Cyclical,Germany,1274732328.96,5418298176.3072,,994183151.616,596509890.9696,318683082.24,127473232.896,0.0,0.08,0.12,0.15,0.1,50,4970915758.08
DANA CORPORATION,DHR,Healthcare,United States,146328289280.0,24568000512.0,0.958,4913600102.400001,2948160061.44,36582072320.0,14632828928.0,0.0,0.08,0.12,0.15,0.1,50,24568000512.0
"TRADE DESK INC., THE",TTD,Communication Services,United States,12375144448.0,2790504960.0,1.091,558100992.0,334860595.2,3093786112.0,1237514444.8,0.0,0.08,0.12,0.15,0.1,50,2790504960.0
GENERAL DYNAMICS CORPORATION,GD,Industrials,United States,93179011072.0,52550000640.0,0.398,10510000128.0,6306000076.8,23294752768.0,9317901107.2,0.0,0.08,0.12,0.15,0.1,50,52550000640.0
APOGEE CORPORATION LTD,APGE,Healthcare,United States,4700432384.0,0.0,1.426,0.0,0.0,1175108096.0,470043238.4,0.0,0.08,0.12,0.15,0.1,50,0.0
VOLVO CAR AB,VOLCAR-B.ST,Consumer Cyclical,Sweden,7086056529.92,3258238705.33632,1.01,6787997302.784,4072798381.6704,1771514132.48,708605652.9920001,0.0,0.08,0.12,0.15,0.1,50,33939986513.92
KRONOS INC.,K1W.F,Basic Materials,United States,661670484.48,2013335930.88,1.108,402667186.17600006,241600311.7056,165417621.12,66167048.44800001,0.0,0.08,0.12,0.15,0.1,50,2013335930.88
FIVERR INC.,FVRR,Communication Services,Israel,521492608.0,427400992.0,1.271,85480198.4,51288119.04,130373152.0,52149260.8,0.0,0.08,0.12,0.15,0.1,50,427400992.0
SUN LIFE FINANCIAL INC.,SLF,Financial Services,Canada,37783289856.0,34879000576.0,0.817,6975800115.200001,4185480069.12,9445822464.0,3778328985.6,0.0,0.08,0.12,0.15,0.1,50,34879000576.0
WINGARC1ST INC.,4432.T,Technology,Japan,635012925.0304,198318243.6352,,39663648.72704,23798189.236224,158753231.2576,63501292.50304001,0.0,0.08,0.12,0.15,0.1,50,198318243.6352
SNP SCHNEIDER-NEUREITHER & PARTNER AG,SHF.F,Technology,Germany,644457461.76,307967408.64000005,1.441,61593481.728000015,36956089.036800005,161114365.44,64445746.176,0.0,0.08,0.12,0.15,0.1,50,307967408.64000005
HURON CONSULTING GROUP INC.,HURN,Industrials,United States,2246780416.0,1618977024.0,0.091,323795404.8,194277242.88,561695104.0,224678041.6,0.0,0.08,0.12,0.15,0.1,50,1618977024.0
FAGERHULT AB,2F0.F,Industrials,Sweden,698874670.08,0.0,1.088,0.0,0.0,174718667.52,69887467.008,0.0,0.08,0.12,0.15,0.1,50,0.0
VALEO SA,FR.PA,Consumer Cyclical,France,3422402979.84,24762401773.977604,1.248,4543559958.528001,2726135975.1168003,855600744.96,342240297.984,0.0,0.08,0.12,0.15,0.1,50,22717799792.640003
